Id,CaseDate,CityName,CityId,Summary,CaseTitle,Type
130895883007955005,2024-12-25T16:00:00Z,高雄市,6,我113年08月26日在網路社交群組臉書上認識一名暱稱李Ｏ玲的女子，這名暱稱李Ｏ玲的女子向我誆稱在臺北的某銀行任職，並與暱稱李Ｏ玲的女子互相加LINE後開始聊天，聊天過程中我對這名暱稱李Ｏ玲的女子產生好感，暱稱李Ｏ玲的女子藉由我的好感開始詢問我有無再投資理財，謊稱以幫我理財等語之原因實際上實行詐財之實，我不疑有他，在113年11月03日16時08分以自己郵局之帳號轉帳新台幣5000元到詐騙集團指定之帳戶中，後續暱稱李Ｏ玲的女子用LINE封鎖我後，我驚覺遭到詐騙，故至警察機關報案。,假交友(投資詐財)詐騙,假交友
145045737250492436,2025-02-02T16:00:00Z,高雄市,6,"「虛擬貨幣的陷阱：一場假交友的真詐騙」

我原本只是想在【Instagram】上認識新朋友，沒想到卻踏入了一場精心設計的陷阱。那天，一名看似友善的陌生人主動加我為好友，聊了幾天後，他提出要加我【LINE】，說這樣比較方便聯絡。基於信任，我同意了。

接著，他開始介紹投資虛擬貨幣的「好機會」，說是穩賺不賠的項目，還信誓旦旦地表示自己也賺了不少。或許是被他的話術打動，我按照他的指示下載了【幣託】、【MAX】以及【Bitget Wallet】，並匯款至他提供的帳戶購買虛擬貨幣。

沒過多久，他又慫恿我加入一個名為【Ethereum Pos】的投資網站（網址：https://cnpol.com），聲稱可以參加限時活動，快速翻倍獲利。我當時滿心期待，以為自己找到了一個賺錢的好機會。

然而，當我打開虛擬貨幣錢包檢查時，裡面的資金竟然消失無蹤。我急忙聯繫對方，卻發現他已經封鎖我，完全失去聯繫。此時我才驚覺，自己陷入了精心包裝的詐騙圈套。

這次經歷讓我損失了新台幣【610,500】元，也學到了一個痛苦的教訓：面對網路上的陌生人，尤其涉及金錢投資時，千萬不要輕信。保持警覺，才能避免成為下一個受害者。",假交友(投資詐財)詐騙,假交友
165375872864358456,2025-03-30T16:00:00Z,臺中市,4,我於【臉書】以「交友為前提」認識一名自稱【立委廖偉翔】的人，認識一段時間後，對方稱有在投資虛擬貨幣，惟因【資金不足】問題，需我支付【虛擬貨幣費用】，我信以為陸續至台中南屯店CoinNow的ATM將【82500】存到【所指定的電子錢包】內，事後對方又一直以其他理由要我繼續支付費用，此時才察覺有異，共損失【82500】。,假交友(徵婚詐財)詐騙,假交友
147990875606093826,2025-02-10T16:00:00Z,臺中市,4,我在交友軟體探探上認識了一位叫宇翔的網友。我們很快加了LINE，約好見面。宇翔告訴我需要先加入他經理的LINE，並要求我在見面前購買點數卡。根據他的指示，我在114年2月10日，分別在幾家便利商店購買了多張App Store的點數卡。當天我先後花了1000元、24000元、13000元、22000元、25000元、25000元、17000元、30000元和20000元，總計達到177000元。每次購買後，我都把卡號和密碼傳給宇翔。在這過程中，我漸漸感覺到事情有些不對勁。對方的反應讓我心中升起一絲疑慮，最終我才意識到自己可能遭到詐騙。,假交友(徵婚詐財)詐騙,假交友
141048066416316456,2025-01-22T16:00:00Z,臺中市,4,我在113年12月08日因為家裡有居家清潔的需求，於是我在臉書上找到一家「台中首匠清潔」公司，我發訊息給對方說要預約居家情接，後來一個臉書MESSAGE名稱為「吳小中」的人私訊我自稱是公司業務，然後跟我確認好我要清潔的方案內容及費用後要求我先付訂金新台幣600元，對方提供我中國信託銀行帳號，後來我於113年12月09日09時35分透過我的LINE PAY帳號轉帳過去新台幣600元給對方，後來我回去查詢他的臉書專業發現設立時間很近，而且公司地址沒有這個公司，所以我擔心遭詐騙要跟對方取消交易要退款，後來在113年12月10日17時47分從對方原本的帳號退款到我的玉山銀行帳號新台幣600元，後續多個網友在粉絲專業上面留言說被詐騙沒有到場清潔也沒有辦理退款，我擔心對方退款給我的新台幣600元是詐騙別人來的款項，所以我到派出所報案。,假借銀行貸款詐騙,假借銀行貸款
133387931850117139,2025-01-01T16:00:00Z,臺北市,1,"寒風刺骨的十二月，我，一個51歲的家庭主婦，因為先生生意周轉不靈，急需80萬的汽車貸款。那天，一條簡訊像救命稻草般出現，上面寫著能快速辦理汽車貸款。我抱著一絲希望，加了對方提供的LINE ID。

對方自稱是貸款公司經理，語氣溫柔，分析我的財務狀況後，信誓旦旦地說可以幫我辦理貸款。但接下來的話，卻像一盆冷水澆滅了我所有希望。他說，要先繳清我名下所有的罰單，才能開始辦理貸款。我當時根本沒想到這是詐騙，鬼迷心竅地相信了他。

他安排我在台北市松山區敦化南路和八德路口附近見面，要我當面交付十萬元。那輛車，車號我還記得，BMR-0125，黑色轎車，車內空間狹小，車廂裡彌漫著廉價香水。我把辛苦存下的十萬元，親手交到他手上。

那一刻，我滿心期待著能解救先生的困境，卻沒料到這只是騙局的開始。拿到錢後，他立刻失聯，我的手機訊息石沉大海，簡訊、電話都再也聯繫不上他。直到這時，我才驚覺自己被騙了，十萬塊，是我家好幾個月的家用，就這樣憑空消失了。

我，一個勤儉持家的女人，竟然被這樣拙劣的騙局騙了，悔恨和悲憤交織在一起，讓我幾乎喘不過氣來。如今，我只能報警，期盼警方能破案，把這個可惡的騙子繩之以法，也希望我的經歷能提醒大家，不要輕信來路不明的貸款訊息，以免落入相同的陷阱。
",假借銀行貸款詐騙,假借銀行貸款
150807189705986056,2025-02-18T16:00:00Z,臺南市,5,我因有貸款需求，在【GOOGLE貸款平台看到廣告】，後於【114年2月14日】與對方【加入LINE ID:合作金庫信貸】，對方稱【我信用不足】，要求我【拍照傳送帳戶封面並至超商掃條碼繳費新台幣10000元】對方又稱帳戶金流不足要求我購買保單，我不疑有他填具資料後，因我【遭銀行告知帳戶餘額不足】，驚覺受騙，計損失新臺幣【42015元】。,假借銀行貸款詐騙,假借銀行貸款
158434241787465751,2025-03-11T16:00:00Z,高雄市,6,"因為有貸款需求，我在3月間於Facebook看到一則借貸廣告，便透過LINE與對方聯繫，對方的LINE暱稱為「劉家祥」，但我已無法提供具體的LINE ID。對方聲稱需要先提升我的銀行信用分數，以利申請貸款，並要求我拍照傳送身分證件及銀行帳戶封面作為審核依據。
之後，我的帳戶陸續收到數筆不明款項，對方指示我在3月11日將這些款項提領後，交給其指派的人員。然而，當我發現自己的帳戶無法使用，且遭到警示時，便試圖再次聯繫對方，但對方已不再回應，這才驚覺自己可能遭遇詐騙，於是決定報案處理。",假借銀行貸款詐騙,假借銀行貸款
162838040652288050,2025-03-23T16:00:00Z,臺中市,4,"這件事真的讓我大開眼界，沒想到自己竟然會掉入這種詐騙陷阱！
3月16日的時候，有個LINE暱稱叫「張心彤」的人加我好友，一上來就問我要不要辦貸款。當時我正好有資金需求，覺得她說話挺專業的，就開始和她聊了起來。對方告訴我，為了提高貸款成功率，需要「包裝帳戶流水」，讓銀行覺得我的財務狀況穩定。聽起來有點道理，我就照著她的指示辦了。
到了3月18日17點16分，我按照對方的要求，透過超商交貨便把我的玉山銀行提款卡寄了出去。當時還以為這是貸款的正常流程，完全沒有懷疑。
結果過了沒多久，我突然收到玉山銀行的簡訊，說我的帳戶被警示！當下我整個人都傻住了，這才驚覺自己被騙了！原來，對方根本不是幫我貸款，而是利用我的帳戶來做非法交易，害我帳戶直接被警示，完全無法使用。
這次真的學到教訓，貸款還是得找正規管道，千萬不能聽信來路不明的人，更不該把提款卡交出去！







",假借銀行貸款詐騙,假借銀行貸款
127290241525485573,2024-12-15T16:00:00Z,苗栗縣,11,我在Facebook上看到一個貸款廣告，因為最近手頭有點緊，就主動加入對方LINE。對方自稱「元大銀行信貸」專員，還說我的兆豐帳戶流水不足，需要我提供網銀帳號，還要求匯款、提領操作。當時我心想這些應該是貸款的必要流程，於是照著做了。後來，警方突然打電話通知我，有人把錢匯到我的帳戶，並且我的帳戶已被設為警示帳戶！我當場愣住，這才驚覺，自己竟然成了詐騙集團的「人頭帳戶」，而且損失了整整21萬元。,假借銀行貸款詐騙,假借銀行貸款
125793855290216448,2024-12-11T16:00:00Z,基隆市,15,我於113年11月22日17時許，我在網路上看到兆豐銀行申辦網路貸款的廣告，我點擊進入後，便有兆豐金控的LINE連結，我輸入我的姓名、身分證及我要貸款的新臺幣60000元整後，兆豐銀行便推薦我加入LINE專員林家福，之後專員請我拿銀行帳戶綁定另一個銀行帳戶，之後專員請我提供我的銀行帳戶帳號及密碼還有SSL密碼給他，113年11月30日專員請我把我名下所有提款卡以7-11交貨便的方式寄出，113年12月3日因對方說我的郵局卡片不能使用，所以我又用賣貨便的方式寄了一張帳號一樣的郵局卡片給對方，113年12月9日專員告訴我說，因為我的卡片及存摺額度達到上限，於是叫我去銀行臨櫃提款新臺幣56000元，取款之後再匯到對方的指定帳戶，後續直到現在對方都沒有回應，故至所報案。,假借銀行貸款詐騙,假借銀行貸款
129832605875965954,2024-12-22T16:00:00Z,臺中市,4,事情發生在幾個月前，我在臉書的「台中租屋出租專屬社團3.0」裡看到一則租屋廣告，照片裡的房子看起來又大又新，價格也相當吸引人。我立刻加了廣告上提供的LINE ID：cai3669，跟對方聯繫。對方很熱心地回答我的問題，並告訴我，為了確保房子能租給我，需要先付訂金。我當時太急著想租到房子，就沒有多想，直接匯了兩萬元到對方提供的帳戶：700-00314790253173。匯款後，對方就開始找各種理由拖延看房的時間，我心裡雖然有些不安，但還是相信對方。直到過了很久，對方都無法給我一個確切的看房時間，我才意識到自己可能被騙了。我試著聯繫對方，但對方已經把我封鎖了。我報了警，但警方告訴我，這種詐騙案很難追查。現在回想起來，我真是太粗心了。在網路上租房子，一定要多加小心，不能輕易相信陌生人。我希望能藉由我的經驗，提醒大家，租房一定要親自去看房子，簽訂正式的租賃契約，千萬不要在網路上隨便匯款。,假廣告詐騙,假廣告
154834881329762310,2025-03-01T16:00:00Z,新北市,2,"2月16日，我在臉書上看到有人在賣影片製作服務，覺得很有興趣，剛好最近有專案需要用到，就主動加了對方的LINE來談細節。
對方感覺很專業，說他可以幫我剪輯影片，價格也算合理。我心想：「找專業人士來做，省時又省力！」於是，我在凌晨2點10分和2點27分，分兩次各匯款1,000元，總共給了2,000元到對方提供的帳戶。
結果，錢一轉過去，對方竟然瞬間消失！ 原本還回得很快的LINE，突然沒回應，最後整個人直接消失無蹤！ 我這才驚覺自己被詐騙了！
這次的經驗讓我學到，網路上找服務一定要小心！ 不論是影片製作、設計還是其他接案工作，千萬不要急著匯款，應該確認對方的評價、是否有過往作品，或選擇有擔保交易的平台，不然很可能錢一轉出去，就再也拿不回來了！",假廣告詐騙,假廣告
159845130348531731,2025-03-15T16:00:00Z,臺南市,5,我於臉書看見【台南永康租租屋社團】刊登租屋廣告貼文，我遂加入假廣告貼文所提供之聯繫方式【LINE ID：8890sy】聯繫，俟我上鉤後，對方便要求先預付訂金才能優先看房，我遂匯款【新臺幣14000元】，後續對方稱已有他人預付訂金，要求我再次支付，才驚覺遭詐，共遭詐騙新臺幣14000元。,假廣告詐騙,假廣告
134878815410196482,2025-01-05T16:00:00Z,嘉義市,16,我在【FACEBOOK】看到嘉義市租屋網的租屋訊息，就加入貼文提供的LINE暱稱【葉佳淇】好友，對方說這間房子很搶手很多人要，要我先【匯款訂金】才能幫忙留住物件，我就匯款給對方，後來我和對方要求要看房子的時候，對方就沒有回應，我才知道被詐騙了。,假廣告詐騙,假廣告
167923730670948359,2025-04-06T16:00:00Z,屏東縣,8,"我近期在社交平台上詢問恆春台灣祭的住宿資訊，並接到一名IG用戶表示可以合住民宿，但需先匯款5,000元。我信以為真隨即將款項匯入對方指定的帳戶。

然而，隨後該用戶不再回覆訊息，到了活動當日也沒有任何消息，我才意識到自己可能遭到詐騙，於是前往派出所報案。

這起事件提醒大家，在網路上尋找住宿或其他服務時，務必保持警覺，特別是對於要求提前匯款的情況。建議在交易前仔細查證對方的身份及信譽，避免輕易匯款。若遇可疑情況，應立即停止交易並尋求協助，以保障自身財產安全。謹慎選擇，避免成為詐騙的受害者！",假廣告,假廣告
150598290688184384,2024-12-02T16:00:00Z,新北市,2,"10月21日，我在臉書社群閒逛時，忽然被一則看似絕佳的門票機會吸引住了。這是張貼在社群上的周杰倫演唱會門票廣告，描述得異常詳細且令人心動，還附上了演唱會座位的精美照片。想到周杰倫的魅力和我的期待，我毫不猶豫地點進去，迅速透過Messenger聯絡了賣家。

對方語氣誠懇，回應迅速且熱情無比，完全打消了我的戒心。他用極為流利的話術告訴我，這些門票因臨時無法前往才轉讓，保證真實有效，甚至說可以先付一部分款項，稍後再確認細節。我深信不疑，立刻與兩位同樣熱愛周杰倫的朋友商量，決定一起購票。

接下來，我們五次匯款，總計支付了99,000元。每一次付款後，對方都表現得相當可信，還不斷更新所謂的「郵寄進度」。我心裡的期待隨著時間慢慢升高，甚至開始想像當天的演唱會有多麼令人難忘。然而，到了約定的取票時間，我卻始終未收到任何門票。

我心急如焚，反覆用Messenger聯繫對方，卻驚訝地發現對方不再回應了。每發一條訊息，都是如石沉大海般的沉寂，這讓我的不安感倍增。試著重新檢視那則廣告時，發現它已悄然被刪除，連對方的帳號也消失得無影無蹤。

這一刻，我才如夢初醒，意識到自己和朋友都成了詐騙的受害者。那些錢，正是我們對演唱會的熱切期待和對偶像的熱愛，如今卻被徹底利用，化為一場令人心碎的騙局。

這次損失雖然痛徹心扉，但更讓我懊悔的是，自己的信任竟被利用得如此徹底。我希望透過分享這次的經歷，提醒所有人，無論多麼誘人的廣告，若未經核實，一定不要輕易相信，特別是在網路世界裡，防人之心真的不可或缺！",假廣告詐騙:周杰倫門票的騙局悲歌,假廣告
147518710901379082,2025-02-09T16:00:00Z,臺北市,1,"那天在IG上滑著手機，一個「免費送奶嘴」的廣告閃瞎我的眼！我當時懷孕七個月，正為寶寶用品煩惱，心想天上掉餡餅這種好事怎麼會輪到我？鬼迷心竅似的，我點進了那個現在已經消失的貼文，按照指示加了LINE好友「孫婷」。

孫婷很會聊天，甜言蜜語地說什麼「恭喜妳即將成為媽媽」、「我們公司有各種超值的媽媽禮包」之類的，還說只要幫他們充點家電購物金，就能拿到豐厚的回饋！我一個餐飲服務員，平常省吃儉用，聽到「回饋金」三個字，腦袋瞬間當機，完全沒想太多就匯了款。

第一筆、第二筆…總共四筆，加起來居然是十六萬六千塊！我辛辛苦苦存了幾年的積蓄，就這樣像流水一樣，全進了那個騙子的口袋！我當時根本沒發現任何異狀，直到三峽派出所的警察打電話來，我才如夢初醒，整個人都崩潰了。

十六萬六千塊啊！那可是我兩年的薪水！我原本打算用這筆錢買個好一點的嬰兒床、奶粉、尿布…現在，什麼都買不起了。我恨自己的愚蠢，恨那個可惡的騙子，更恨自己怎麼會輕信這種明顯是騙人的鬼話！現在，我只能看著肚子裡即將出生的寶寶，默默流淚，後悔莫及。這件事也讓我深刻體會到，天上不會掉餡餅，網路上那些看起來太好的優惠，十之八九都是詐騙陷阱。",假廣告詐騙,假廣告
127643833201594431,2024-12-16T16:00:00Z,臺中市,4,"前幾天，我在YouTube上看到一則投資廣告，宣稱有保證獲利的投資方案，完全不用擔心虧損。剛好最近手頭有些餘錢，加上廣告內容講得特別吸引人，我便根據提供的聯繫方式加了一位「投資顧問」，對方LINE上的暱稱是陳玥琳。

她向我介紹了一個投資APP，操作流程看似簡單又高效，還不斷拿過去成功案例說服我。我開始覺得，這是一個讓資金升值的好機會，就按她的建議下載了那款APP，並在她指導下匯款進行操作。

一開始，我看到APP裡的獲利數字蹭蹭往上漲，整個人都興奮起來了，還跟家人說選對了項目。可是，當我試著提領出金時，系統卻顯示「手續未完成，暫無法提領」。我聯繫LINE上的顧問，她說需要再匯額外的手續費才能解鎖出金功能。

匯款後，還是提領不了，這才意識到不對。無奈之下，我把APP的問題向警方求助，才確認這完全是一場設計好的假投資騙局。回頭算一算，我竟然一共被騙了21萬2千元，真是悔不當初。",假投資詐騙,假投資
134498917780819968,2025-01-04T16:00:00Z,桃園市,3,我在抖音看到一則投資廣告，接著用LINE跟對方聯繫，對方給了我他的LINE ID，說投資穩賺不賠、保證獲利，還叫我加入他們的投資計畫。他要我到一個投資網站註冊帳號，再開始投資。我照著他的指示完成註冊，然後依照要求匯款。等到我想提領獲利的時候，網站的客服說要先繳稅金才能出金，我就依照要求匯款。結果過沒多久，客服又說我涉嫌洗錢，要再繳一筆保證金才能完成出金。我開始覺得怪怪的，但因為已經投入不少錢，只能硬著頭皮再匯款。最後，當他們又要求更多費用時，我才意識到自己被騙了，總共損失大約新臺幣29萬元。,假投資詐騙,假投資
